DATETIMEUTC,Unnamed:0,cpu_usage,cpu_usagemhz,mem_active,mem_consumed,mem_granted,mem_usage,net_received,net_transmitted,net_usage,GLOBAL_CUSTOMER_ID,day,weekday,hour,minute,hist-1D8H,hist-1D4H,hist-1D2H,hist-1D1H,hist-1D,hist-1D15m,hist-1D30m,hist-1D45m
2017-03-14 08:15:00,2353.33333333,642.666666667,320.333333333,59650.0,2574336.0,2574336.0,141.0,0.0,0.0,0.0,,14,1,8,15,641.666666667,640.666666667,642.666666667,640.666666667,641.0,642.666666667,642.0,644.0
2017-03-14 08:30:00,2301.0,642.0,320.0,17708.3333333,2574336.0,2574336.0,41.6666666667,0.0,0.0,0.0,,14,1,8,30,642.0,640.333333333,643.333333333,644.0,641.333333333,641.0,642.666666667,642.0
2017-03-14 08:45:00,2328.33333333,643.0,320.666666667,57785.3333333,2574336.0,2574336.0,136.666666667,0.0,0.0,0.0,,14,1,8,45,644.0,640.666666667,640.0,642.0,656.0,641.333333333,641.0,642.666666667
2017-03-14 09:00:00,2372.0,642.333333333,320.333333333,81087.3333333,2574336.0,2574336.0,192.0,0.0,0.0,0.0,,14,1,9,0,642.0,644.333333333,642.0,642.666666667,642.0,656.0,641.333333333,641.0
2017-03-14 09:15:00,2315.33333333,642.333333333,320.333333333,36348.3333333,2574336.0,2574336.0,85.3333333333,0.0,0.0,0.0,,14,1,9,15,640.0,644.0,640.666666667,641.0,640.666666667,642.0,656.0,641.333333333
2017-03-14 09:30:00,2350.66666667,638.666666667,318.333333333,22368.0,2574336.0,2574336.0,52.6666666667,0.0,0.0,0.0,,14,1,9,30,639.666666667,642.666666667,644.0,641.333333333,643.666666667,640.666666667,642.0,656.0
2017-03-14 09:45:00,2337.0,643.0,320.666666667,43805.0,2574336.0,2574336.0,103.0,0.0,0.0,0.0,,14,1,9,45,643.666666667,640.333333333,642.0,656.0,640.333333333,643.666666667,640.666666667,642.0
2017-03-14 10:00:00,2302.0,642.666666667,320.666666667,46601.3333333,2574336.0,2574336.0,110.333333333,0.0,0.0,0.0,,14,1,10,0,642.666666667,643.333333333,642.666666667,642.0,643.333333333,640.333333333,643.666666667,640.666666667
2017-03-14 10:15:00,2293.33333333,643.333333333,320.666666667,37280.3333333,2574336.0,2574336.0,87.6666666667,0.0,0.0,0.0,,14,1,10,15,644.0,642.666666667,641.0,640.666666667,640.333333333,643.333333333,640.333333333,643.666666667
2017-03-14 10:30:00,2314.33333333,640.0,319.333333333,66175.0,2574336.0,2574336.0,156.666666667,0.0,0.0,0.0,,14,1,10,30,643.0,643.333333333,641.333333333,643.666666667,641.666666667,640.333333333,643.333333333,640.333333333
2017-03-14 10:45:00,2298.66666667,642.0,320.333333333,37281.0,2574336.0,2574336.0,88.0,0.0,0.0,0.0,,14,1,10,45,642.333333333,640.0,656.0,640.333333333,641.666666667,641.666666667,640.333333333,643.333333333
2017-03-14 11:00:00,2333.66666667,644.666666667,321.333333333,40076.0,2574336.0,2574336.0,94.3333333333,0.0,0.0,0.0,,14,1,11,0,642.0,642.0,642.0,643.333333333,642.666666667,641.666666667,641.666666667,640.333333333
2017-03-14 11:15:00,2339.33333333,641.666666667,320.0,60581.6666667,2574336.0,2574336.0,143.333333333,0.0,0.0,0.0,,14,1,11,15,640.666666667,640.666666667,640.666666667,640.333333333,642.0,642.666666667,641.666666667,641.666666667
2017-03-14 11:30:00,2348.33333333,641.333333333,319.666666667,44737.0,2574336.0,2574336.0,105.666666667,0.0,0.0,0.0,,14,1,11,30,646.333333333,644.0,643.666666667,641.666666667,642.666666667,642.0,642.666666667,641.666666667
2017-03-14 11:45:00,2321.33333333,643.666666667,320.666666667,54989.6666667,2574336.0,2574336.0,129.666666667,0.0,0.0,0.0,,14,1,11,45,642.333333333,642.0,640.333333333,641.666666667,642.666666667,642.666666667,642.0,642.666666667
2017-03-14 12:00:00,2317.66666667,642.0,320.333333333,55922.6666667,2574336.0,2574336.0,132.333333333,0.0,0.0,0.0,,14,1,12,0,642.333333333,642.666666667,643.333333333,642.666666667,644.333333333,642.666666667,642.666666667,642.0
2017-03-14 12:15:00,2331.66666667,645.333333333,322.0,33552.0,2574336.0,2574336.0,79.0,0.0,0.0,0.0,,14,1,12,15,640.666666667,641.0,640.333333333,642.0,642.333333333,644.333333333,642.666666667,642.666666667
2017-03-14 12:30:00,2318.0,640.333333333,319.666666667,32620.3333333,2574336.0,2574336.0,76.6666666667,0.0,0.0,0.0,,14,1,12,30,640.333333333,641.333333333,641.666666667,642.666666667,645.333333333,642.333333333,644.333333333,642.666666667
2017-03-14 12:45:00,2333.0,641.333333333,320.0,66174.3333333,2574336.0,2574336.0,156.666666667,0.0,0.0,0.0,,14,1,12,45,640.666666667,656.0,641.666666667,642.666666667,644.0,645.333333333,642.333333333,644.333333333
2017-03-14 13:00:00,2298.0,641.333333333,319.666666667,36349.3333333,2574336.0,2574336.0,86.0,0.0,0.0,0.0,,14,1,13,0,644.333333333,642.0,642.666666667,644.333333333,642.0,644.0,645.333333333,642.333333333
2017-03-14 13:15:00,2318.66666667,641.666666667,320.0,55921.6666667,2574336.0,2574336.0,132.333333333,0.0,0.0,0.0,,14,1,13,15,644.0,640.666666667,642.0,642.333333333,644.0,642.0,644.0,645.333333333
2017-03-14 13:30:00,2345.33333333,643.666666667,321.0,42872.3333333,2574336.0,2574336.0,101.333333333,0.0,0.0,0.0,,14,1,13,30,642.666666667,643.666666667,642.666666667,645.333333333,641.666666667,644.0,642.0,644.0
2017-03-14 13:45:00,2307.66666667,650.333333333,324.666666667,41940.6666667,2574336.0,2574336.0,99.0,0.0,0.0,0.0,,14,1,13,45,640.333333333,640.333333333,642.666666667,644.0,643.0,641.666666667,644.0,642.0
2017-03-14 14:00:00,2305.33333333,642.666666667,320.666666667,68970.0,2574336.0,2574336.0,163.333333333,0.0,0.0,0.0,,14,1,14,0,643.333333333,643.333333333,644.333333333,642.0,640.333333333,643.0,641.666666667,644.0
2017-03-14 14:15:00,2302.33333333,640.666666667,319.666666667,33552.3333333,2574336.0,2574336.0,79.0,0.0,0.0,0.0,,14,1,14,15,642.666666667,640.333333333,642.333333333,644.0,642.0,640.333333333,643.0,641.666666667
2017-03-14 14:30:00,2356.33333333,640.0,319.333333333,22368.3333333,2574336.0,2574336.0,52.3333333333,0.0,0.0,0.0,,14,1,14,30,643.333333333,641.666666667,645.333333333,641.666666667,644.666666667,642.0,640.333333333,643.0
2017-03-14 14:45:00,2317.0,641.0,319.666666667,47533.3333333,2574336.0,2574336.0,112.333333333,0.0,0.0,0.0,,14,1,14,45,640.0,641.666666667,644.0,643.0,645.333333333,644.666666667,642.0,640.333333333
2017-03-14 15:00:00,2295.66666667,643.666666667,320.666666667,41941.6666667,2574336.0,2574336.0,99.0,0.0,0.0,0.0,,14,1,15,0,642.0,642.666666667,642.0,640.333333333,642.666666667,645.333333333,644.666666667,642.0
2017-03-14 15:15:00,2283.66666667,641.0,319.666666667,27960.0,2574336.0,2574336.0,65.6666666667,0.0,0.0,0.0,,14,1,15,15,640.666666667,642.0,644.0,642.0,643.666666667,642.666666667,645.333333333,644.666666667
2017-03-14 15:30:00,2276.33333333,642.333333333,320.333333333,37280.3333333,2574336.0,2574336.0,88.0,0.0,0.0,0.0,,14,1,15,30,644.0,642.666666667,641.666666667,644.666666667,646.666666667,643.666666667,642.666666667,645.333333333
2017-03-14 15:45:00,2289.0,641.0,319.333333333,12116.0,2574336.0,2574336.0,28.3333333333,0.0,0.0,0.0,,14,1,15,45,642.0,642.666666667,643.0,645.333333333,645.666666667,646.666666667,643.666666667,642.666666667
2017-03-14 16:00:00,2329.33333333,644.666666667,321.333333333,46601.0,2574336.0,2574336.0,110.0,0.0,0.0,0.0,,14,1,16,0,642.666666667,644.333333333,640.333333333,642.666666667,642.666666667,645.666666667,646.666666667,643.666666667
2017-03-14 16:15:00,2297.33333333,640.333333333,319.333333333,13980.0,2574336.0,2574336.0,32.6666666667,0.0,0.0,0.0,,14,1,16,15,641.0,642.333333333,642.0,643.666666667,646.333333333,642.666666667,645.666666667,646.666666667
2017-03-14 16:30:00,2325.0,641.0,319.666666667,36349.0,2574336.0,2574336.0,85.6666666667,0.0,0.0,0.0,,14,1,16,30,641.333333333,645.333333333,644.666666667,646.666666667,644.666666667,646.333333333,642.666666667,645.666666667
2017-03-14 16:45:00,2367.66666667,643.0,320.666666667,28892.0,2574336.0,2574336.0,68.0,0.0,0.0,0.0,,14,1,16,45,656.0,644.0,645.333333333,645.666666667,642.666666667,644.666666667,646.333333333,642.666666667
2017-03-14 17:00:00,2292.66666667,642.333333333,320.666666667,28892.6666667,2574336.0,2574336.0,68.3333333333,0.0,0.0,0.0,,14,1,17,0,642.0,642.0,642.666666667,642.666666667,643.666666667,642.666666667,644.666666667,646.333333333
2017-03-14 17:15:00,2478.33333333,642.666666667,320.666666667,40076.6666667,2574336.0,2574336.0,94.6666666667,0.0,0.0,0.0,,14,1,17,15,640.666666667,644.0,643.666666667,646.333333333,642.666666667,643.666666667,642.666666667,644.666666667
2017-03-14 17:30:00,2322.33333333,644.666666667,321.333333333,41941.0,2574336.0,2574336.0,99.0,0.0,0.0,0.0,,14,1,17,30,643.666666667,641.666666667,646.666666667,644.666666667,645.333333333,642.666666667,643.666666667,642.666666667
2017-03-14 17:45:00,2359.33333333,645.333333333,321.666666667,27028.0,2574336.0,2574336.0,63.3333333333,0.0,0.0,0.0,,14,1,17,45,640.333333333,643.0,645.666666667,642.666666667,644.333333333,645.333333333,642.666666667,643.666666667
2017-03-14 18:00:00,2318.0,645.333333333,321.666666667,53125.3333333,2574336.0,2574336.0,125.333333333,0.0,0.0,0.0,,14,1,18,0,643.333333333,640.333333333,642.666666667,643.666666667,646.333333333,644.333333333,645.333333333,642.666666667
2017-03-14 18:15:00,2358.0,643.666666667,321.0,47532.0,2574336.0,2574336.0,112.333333333,0.0,0.0,0.0,,14,1,18,15,640.333333333,642.0,646.333333333,642.666666667,647.666666667,646.333333333,644.333333333,645.333333333
2017-03-14 18:30:00,2303.0,643.666666667,321.0,30756.3333333,2574336.0,2574336.0,72.3333333333,0.0,0.0,0.0,,14,1,18,30,641.666666667,644.666666667,644.666666667,645.333333333,645.333333333,647.666666667,646.333333333,644.333333333
2017-03-14 18:45:00,2340.0,643.0,320.666666667,54057.6666667,2574336.0,2574336.0,128.0,0.0,0.0,0.0,,14,1,18,45,641.666666667,645.333333333,642.666666667,644.333333333,644.666666667,645.333333333,647.666666667,646.333333333
2017-03-14 19:00:00,2312.33333333,643.666666667,321.0,35417.0,2574336.0,2574336.0,83.3333333333,0.0,0.0,0.0,,14,1,19,0,642.666666667,642.666666667,643.666666667,646.333333333,644.666666667,644.666666667,645.333333333,647.666666667
2017-03-14 19:15:00,2339.0,648.666666667,323.666666667,52193.6666667,2574336.0,2574336.0,123.333333333,0.0,0.0,0.0,,14,1,19,15,642.0,643.666666667,642.666666667,647.666666667,643.333333333,644.666666667,644.666666667,645.333333333
2017-03-14 19:30:00,2332.0,648.0,323.333333333,52193.3333333,2574336.0,2574336.0,123.333333333,0.0,0.0,0.0,,14,1,19,30,642.666666667,646.666666667,645.333333333,645.333333333,644.0,643.333333333,644.666666667,644.666666667
2017-03-14 19:45:00,2384.33333333,643.666666667,321.0,61513.6666667,2574336.0,2574336.0,145.333333333,0.0,0.0,0.0,,14,1,19,45,642.666666667,645.666666667,644.333333333,644.666666667,642.333333333,644.0,643.333333333,644.666666667
2017-03-14 20:00:00,2289.33333333,645.333333333,321.666666667,42872.6666667,2574336.0,2574336.0,101.333333333,0.0,0.0,0.0,,14,1,20,0,644.333333333,642.666666667,646.333333333,644.666666667,646.333333333,642.333333333,644.0,643.333333333
2017-03-14 20:15:00,2321.33333333,644.0,321.0,43804.3333333,2574336.0,2574336.0,103.333333333,0.0,0.0,0.0,,14,1,20,15,642.333333333,646.333333333,647.666666667,643.333333333,642.666666667,646.333333333,642.333333333,644.0
2017-03-14 20:30:00,2329.33333333,644.666666667,321.333333333,36348.3333333,2574336.0,2574336.0,85.6666666667,0.0,0.0,0.0,,14,1,20,30,645.333333333,644.666666667,645.333333333,644.0,643.666666667,642.666666667,646.333333333,642.333333333
2017-03-14 20:45:00,2320.0,643.666666667,321.0,64310.3333333,2574336.0,2574336.0,152.0,0.0,0.0,0.0,,14,1,20,45,644.0,642.666666667,644.666666667,642.333333333,642.666666667,643.666666667,642.666666667,646.333333333
2017-03-14 21:00:00,2329.66666667,644.0,321.333333333,29824.0,2574336.0,2574336.0,70.0,0.0,0.0,0.0,,14,1,21,0,642.0,643.666666667,644.666666667,646.333333333,645.666666667,642.666666667,643.666666667,642.666666667
2017-03-14 21:15:00,2406.66666667,645.0,321.666666667,58717.3333333,2574336.0,2574336.0,139.0,0.0,0.0,0.0,,14,1,21,15,644.0,642.666666667,643.333333333,642.666666667,642.666666667,645.666666667,642.666666667,643.666666667
2017-03-14 21:30:00,2316.0,643.666666667,321.333333333,18640.0,2574336.0,2574336.0,43.3333333333,0.0,0.0,0.0,,14,1,21,30,641.666666667,645.333333333,644.0,643.666666667,645.666666667,642.666666667,645.666666667,642.666666667
2017-03-14 21:45:00,2338.66666667,644.333333333,321.333333333,38213.6666667,2574336.0,2574336.0,90.3333333333,0.0,0.0,0.0,,14,1,21,45,643.0,644.333333333,642.333333333,642.666666667,643.333333333,645.666666667,642.666666667,645.666666667
2017-03-14 22:00:00,2317.0,647.666666667,323.333333333,56854.0,2574336.0,2574336.0,134.333333333,0.0,0.0,0.0,,14,1,22,0,640.333333333,646.333333333,646.333333333,645.666666667,644.0,643.333333333,645.666666667,642.666666667
2017-03-14 22:15:00,2377.66666667,641.333333333,320.0,41940.3333333,2574336.0,2574336.0,99.0,0.0,0.0,0.0,,14,1,22,15,642.0,647.666666667,642.666666667,642.666666667,645.333333333,644.0,643.333333333,645.666666667
2017-03-14 22:30:00,2432.66666667,641.666666667,320.333333333,71767.3333333,2574336.0,2574336.0,170.0,0.0,0.0,0.0,,14,1,22,30,644.666666667,645.333333333,643.666666667,645.666666667,644.333333333,645.333333333,644.0,643.333333333
2017-03-14 22:45:00,2382.66666667,642.666666667,320.333333333,46600.6666667,2574336.0,2574336.0,110.0,0.0,0.0,0.0,,14,1,22,45,645.333333333,644.666666667,642.666666667,643.333333333,644.666666667,644.333333333,645.333333333,644.0
2017-03-14 23:00:00,2365.66666667,642.333333333,320.333333333,35416.3333333,2574336.0,2574336.0,83.3333333333,0.0,0.0,0.0,,14,1,23,0,642.666666667,644.666666667,645.666666667,644.0,642.0,644.666666667,644.333333333,645.333333333
2017-03-14 23:15:00,2341.0,641.0,319.666666667,48465.6666667,2574336.0,2574336.0,114.333333333,0.0,0.0,0.0,,14,1,23,15,643.666666667,643.333333333,642.666666667,645.333333333,640.333333333,642.0,644.666666667,644.333333333
2017-03-14 23:30:00,2325.0,641.333333333,320.0,35416.0,2574336.0,2574336.0,83.3333333333,0.0,0.0,0.0,,14,1,23,30,646.666666667,644.0,645.666666667,644.333333333,643.333333333,640.333333333,642.0,644.666666667
2017-03-14 23:45:00,2330.0,641.666666667,320.0,74563.0,2574336.0,2574336.0,176.666666667,0.0,0.0,0.0,,14,1,23,45,645.666666667,642.333333333,643.333333333,644.666666667,643.666666667,643.333333333,640.333333333,642.0
2017-03-15 00:00:00,2363.33333333,641.0,319.666666667,64310.0,2574336.0,2574336.0,152.333333333,0.0,0.0,0.0,,15,2,0,0,642.666666667,646.333333333,644.0,642.0,643.333333333,643.666666667,643.333333333,640.333333333
2017-03-15 00:15:00,2326.0,641.0,319.666666667,22368.0,2574336.0,2574336.0,52.3333333333,0.0,0.0,0.0,,15,2,0,15,646.333333333,642.666666667,645.333333333,640.333333333,644.333333333,643.333333333,643.666666667,643.333333333
2017-03-15 00:30:00,2347.66666667,642.333333333,320.333333333,30756.0,2574336.0,2574336.0,72.3333333333,0.0,0.0,0.0,,15,2,0,30,644.666666667,643.666666667,644.333333333,643.333333333,644.0,644.333333333,643.333333333,643.666666667
