DATETIMEUTC,Unnamed:0,cpu_usage,cpu_usagemhz,mem_active,mem_consumed,mem_granted,mem_usage,net_received,net_transmitted,net_usage,GLOBAL_CUSTOMER_ID,day,weekday,hour,minute,hist-1D8H,hist-1D4H,hist-1D2H,hist-1D1H,hist-1D,hist-1D15m,hist-1D30m,hist-1D45m
2017-03-20 15:00:00,2361.66666667,642.666666667,320.333333333,39144.6666667,2594816.0,2594816.0,92.3333333333,0.0,0.0,0.0,,20,0,15,0,643.666666667,642.333333333,642.333333333,640.666666667,646.666666667,643.0,642.333333333,641.666666667
2017-03-20 15:15:00,2381.33333333,644.0,321.0,30756.3333333,2594816.0,2594816.0,72.3333333333,0.0,0.0,0.0,,20,0,15,15,644.666666667,645.333333333,643.0,641.666666667,642.666666667,646.666666667,643.0,642.333333333
2017-03-20 15:30:00,2321.0,643.666666667,321.0,59649.3333333,2594816.0,2594816.0,141.0,0.0,0.0,0.0,,20,0,15,30,641.666666667,643.333333333,640.333333333,642.333333333,645.333333333,642.666666667,646.666666667,643.0
2017-03-20 15:45:00,2334.33333333,644.666666667,321.666666667,27960.6666667,2594816.0,2594816.0,66.0,0.0,0.0,0.0,,20,0,15,45,643.333333333,642.333333333,643.333333333,643.0,646.333333333,645.333333333,642.666666667,646.666666667
2017-03-20 16:00:00,2317.33333333,643.0,320.666666667,55921.3333333,2594816.0,2594816.0,132.333333333,0.0,0.0,0.0,,20,0,16,0,642.666666667,642.0,640.666666667,646.666666667,645.333333333,646.333333333,645.333333333,642.666666667
2017-03-20 16:15:00,2316.66666667,643.666666667,321.0,72698.3333333,2594816.0,2594816.0,172.0,0.0,0.0,0.0,,20,0,16,15,643.0,642.0,641.666666667,642.666666667,645.0,645.333333333,646.333333333,645.333333333
2017-03-20 16:30:00,2349.66666667,642.666666667,320.666666667,39144.3333333,2594816.0,2594816.0,92.3333333333,0.0,0.0,0.0,,20,0,16,30,642.0,642.666666667,642.333333333,645.333333333,641.0,645.0,645.333333333,646.333333333
2017-03-20 16:45:00,2376.66666667,643.666666667,321.333333333,24233.0,2594816.0,2594816.0,57.3333333333,0.0,0.0,0.0,,20,0,16,45,655.333333333,642.0,643.0,646.333333333,641.333333333,641.0,645.0,645.333333333
2017-03-20 17:00:00,2340.66666667,643.333333333,321.0,33552.3333333,2594816.0,2594816.0,78.6666666667,0.0,0.0,0.0,,20,0,17,0,644.333333333,642.333333333,646.666666667,645.333333333,640.333333333,641.333333333,641.0,645.0
2017-03-20 17:15:00,2353.33333333,647.0,322.666666667,60582.6666667,2594816.0,2594816.0,143.333333333,0.0,0.0,0.0,,20,0,17,15,639.333333333,643.0,642.666666667,645.0,643.0,640.333333333,641.333333333,641.0
2017-03-20 17:30:00,2335.66666667,644.333333333,321.666666667,19572.0,2594816.0,2594816.0,46.0,0.0,0.0,0.0,,20,0,17,30,644.0,640.333333333,645.333333333,641.0,643.666666667,643.0,640.333333333,641.333333333
2017-03-20 17:45:00,2298.66666667,647.333333333,323.0,50328.6666667,2594816.0,2594816.0,118.666666667,0.0,0.0,0.0,,20,0,17,45,642.0,643.333333333,646.333333333,641.333333333,644.666666667,643.666666667,643.0,640.333333333
2017-03-20 18:00:00,2349.33333333,645.0,321.666666667,64310.0,2594816.0,2594816.0,152.0,0.0,0.0,0.0,,20,0,18,0,643.0,640.666666667,645.333333333,640.333333333,643.333333333,644.666666667,643.666666667,643.0
2017-03-20 18:15:00,2348.33333333,646.666666667,322.666666667,62445.6666667,2594816.0,2594816.0,147.666666667,0.0,0.0,0.0,,20,0,18,15,641.0,641.666666667,645.0,643.0,642.666666667,643.333333333,644.666666667,643.666666667
2017-03-20 18:30:00,2357.66666667,648.666666667,323.666666667,36349.3333333,2594816.0,2594816.0,85.6666666667,0.0,0.0,0.0,,20,0,18,30,642.0,642.333333333,641.0,643.666666667,643.0,642.666666667,643.333333333,644.666666667
2017-03-20 18:45:00,2308.66666667,647.333333333,322.666666667,39144.6666667,2594816.0,2594816.0,92.0,0.0,0.0,0.0,,20,0,18,45,640.666666667,643.0,641.333333333,644.666666667,639.666666667,643.0,642.666666667,643.333333333
2017-03-20 19:00:00,2360.66666667,644.666666667,321.333333333,59650.3333333,2594816.0,2594816.0,141.0,0.0,0.0,0.0,,20,0,19,0,642.333333333,646.666666667,640.333333333,643.333333333,641.333333333,639.666666667,643.0,642.666666667
2017-03-20 19:15:00,2282.0,643.333333333,321.0,55921.6666667,2594816.0,2594816.0,132.0,0.0,0.0,0.0,,20,0,19,15,645.333333333,642.666666667,643.0,642.666666667,645.666666667,641.333333333,639.666666667,643.0
2017-03-20 19:30:00,2301.0,643.333333333,321.0,55921.6666667,2594816.0,2594816.0,132.333333333,0.0,0.0,0.0,,20,0,19,30,643.333333333,645.333333333,643.666666667,643.0,641.666666667,645.666666667,641.333333333,639.666666667
2017-03-20 19:45:00,2333.33333333,644.666666667,321.666666667,25164.3333333,2594816.0,2594816.0,59.3333333333,0.0,0.0,0.0,,20,0,19,45,642.333333333,646.333333333,644.666666667,639.666666667,644.666666667,641.666666667,645.666666667,641.333333333
2017-03-20 20:00:00,2302.0,643.0,320.666666667,55921.0,2594816.0,2594816.0,132.0,0.0,0.0,0.0,,20,0,20,0,642.0,645.333333333,643.333333333,641.333333333,642.0,644.666666667,641.666666667,645.666666667
2017-03-20 20:15:00,2309.66666667,645.0,321.666666667,59649.3333333,2594816.0,2594816.0,140.666666667,0.0,0.0,0.0,,20,0,20,15,642.0,645.0,642.666666667,645.666666667,641.333333333,642.0,644.666666667,641.666666667
2017-03-20 20:30:00,2375.33333333,645.0,321.666666667,47533.3333333,2594816.0,2594816.0,112.333333333,0.0,0.0,0.0,,20,0,20,30,642.666666667,641.0,643.0,641.666666667,642.333333333,641.333333333,642.0,644.666666667
2017-03-20 20:45:00,2323.33333333,642.0,320.333333333,84816.0,2594816.0,2594816.0,201.0,0.0,0.0,0.0,,20,0,20,45,642.0,641.333333333,639.666666667,644.666666667,641.333333333,642.333333333,641.333333333,642.0
2017-03-20 21:00:00,2338.0,645.333333333,322.0,83883.6666667,2594816.0,2594816.0,198.666666667,0.0,0.0,0.0,,20,0,21,0,642.333333333,640.333333333,641.333333333,642.0,644.333333333,641.333333333,642.333333333,641.333333333
2017-03-20 21:15:00,2357.33333333,646.666666667,322.666666667,31688.0,2594816.0,2594816.0,74.3333333333,0.0,0.0,0.0,,20,0,21,15,643.0,643.0,645.666666667,641.333333333,643.0,644.333333333,641.333333333,642.333333333
2017-03-20 21:30:00,2462.0,646.0,322.333333333,51261.0,2594816.0,2594816.0,121.0,0.0,0.0,0.0,,20,0,21,30,640.333333333,643.666666667,641.666666667,642.333333333,643.0,643.0,644.333333333,641.333333333
2017-03-20 21:45:00,2363.33333333,645.333333333,322.0,35416.3333333,2594816.0,2594816.0,83.3333333333,0.0,0.0,0.0,,20,0,21,45,643.333333333,644.666666667,644.666666667,641.333333333,640.666666667,643.0,643.0,644.333333333
2017-03-20 22:00:00,2323.33333333,646.666666667,322.333333333,36348.6666667,2594816.0,2594816.0,85.3333333333,0.0,0.0,0.0,,20,0,22,0,640.666666667,643.333333333,642.0,644.333333333,643.333333333,640.666666667,643.0,643.0
2017-03-20 22:15:00,2320.33333333,645.666666667,322.333333333,18640.0,2594816.0,2594816.0,43.6666666667,0.0,0.0,0.0,,20,0,22,15,641.666666667,642.666666667,641.333333333,643.0,644.0,643.333333333,640.666666667,643.0
2017-03-20 22:30:00,2333.0,643.0,320.666666667,32620.3333333,2594816.0,2594816.0,76.6666666667,0.0,0.0,0.0,,20,0,22,30,642.333333333,643.0,642.333333333,643.0,642.0,644.0,643.333333333,640.666666667
2017-03-20 22:45:00,2322.66666667,643.666666667,321.0,82951.3333333,2594816.0,2594816.0,196.333333333,0.0,0.0,0.0,,20,0,22,45,643.0,639.666666667,641.333333333,640.666666667,640.333333333,642.0,644.0,643.333333333
2017-03-20 23:00:00,2322.33333333,646.0,322.0,52193.3333333,2594816.0,2594816.0,123.333333333,0.0,0.0,0.0,,20,0,23,0,646.666666667,641.333333333,644.333333333,643.333333333,637.666666667,640.333333333,642.0,644.0
2017-03-20 23:15:00,2341.0,646.0,322.0,39144.0,2594816.0,2594816.0,92.3333333333,0.0,0.0,0.0,,20,0,23,15,642.666666667,645.666666667,643.0,644.0,640.0,637.666666667,640.333333333,642.0
2017-03-20 23:30:00,2384.0,649.0,323.666666667,60581.6666667,2594816.0,2594816.0,143.333333333,0.0,0.0,0.0,,20,0,23,30,645.333333333,641.666666667,643.0,642.0,641.666666667,640.0,637.666666667,640.333333333
2017-03-20 23:45:00,2360.33333333,646.333333333,322.333333333,54990.0,2594816.0,2594816.0,130.333333333,0.0,0.0,0.0,,20,0,23,45,646.333333333,644.666666667,640.666666667,640.333333333,639.0,641.666666667,640.0,637.666666667
2017-03-21 00:00:00,2376.66666667,647.666666667,323.0,56853.0,2594816.0,2594816.0,134.333333333,0.0,0.0,0.0,,21,1,0,0,645.333333333,642.0,643.333333333,637.666666667,642.666666667,639.0,641.666666667,640.0
2017-03-21 00:15:00,2358.33333333,648.333333333,323.333333333,52193.0,2594816.0,2594816.0,123.0,0.0,0.0,0.0,,21,1,0,15,645.0,641.333333333,644.0,640.0,641.333333333,642.666666667,639.0,641.666666667
2017-03-21 00:30:00,2379.0,646.666666667,322.666666667,31688.0,2594816.0,2594816.0,74.6666666667,0.0,0.0,0.0,,21,1,0,30,641.0,642.333333333,642.0,641.666666667,641.333333333,641.333333333,642.666666667,639.0
2017-03-21 00:45:00,2330.0,646.666666667,322.666666667,41008.3333333,2594816.0,2594816.0,96.6666666667,0.0,0.0,0.0,,21,1,0,45,641.333333333,641.333333333,640.333333333,639.0,643.333333333,641.333333333,641.333333333,642.666666667
2017-03-21 01:00:00,2371.0,645.333333333,322.0,30756.0,2594816.0,2594816.0,72.3333333333,0.0,0.0,0.0,,21,1,1,0,640.333333333,644.333333333,637.666666667,642.666666667,640.333333333,643.333333333,641.333333333,641.333333333
2017-03-21 01:15:00,2364.0,647.333333333,323.0,26096.6666667,2594816.0,2594816.0,61.3333333333,0.0,0.0,0.0,,21,1,1,15,643.0,643.0,640.0,641.333333333,642.0,640.333333333,643.333333333,641.333333333
2017-03-21 01:30:00,2343.66666667,647.333333333,322.666666667,30756.0,2594816.0,2594816.0,72.6666666667,0.0,0.0,0.0,,21,1,1,30,643.666666667,643.0,641.666666667,641.333333333,641.333333333,642.0,640.333333333,643.333333333
2017-03-21 01:45:00,2321.33333333,646.0,322.0,36348.6666667,2594816.0,2594816.0,85.6666666667,0.0,0.0,0.0,,21,1,1,45,644.666666667,640.666666667,639.0,643.333333333,639.333333333,641.333333333,642.0,640.333333333
2017-03-21 02:00:00,2448.0,647.666666667,323.0,36348.0,2594816.0,2594816.0,85.6666666667,0.0,0.0,0.0,,21,1,2,0,643.333333333,643.333333333,642.666666667,640.333333333,641.666666667,639.333333333,641.333333333,642.0
2017-03-21 02:15:00,2332.33333333,644.666666667,321.333333333,43804.6666667,2594816.0,2594816.0,103.666666667,0.0,0.0,0.0,,21,1,2,15,642.666666667,644.0,641.333333333,642.0,639.666666667,641.666666667,639.333333333,641.333333333
2017-03-21 02:30:00,2318.66666667,645.333333333,321.666666667,49397.6666667,2594816.0,2594816.0,116.666666667,0.0,0.0,0.0,,21,1,2,30,643.0,642.0,641.333333333,641.333333333,639.666666667,639.666666667,641.666666667,639.333333333
2017-03-21 02:45:00,2328.33333333,643.666666667,321.0,39144.3333333,2594816.0,2594816.0,92.3333333333,0.0,0.0,0.0,,21,1,2,45,639.666666667,640.333333333,643.333333333,639.333333333,641.333333333,639.666666667,639.666666667,641.666666667
2017-03-21 03:00:00,2461.66666667,645.0,321.666666667,81087.3333333,2594816.0,2594816.0,192.333333333,0.0,0.0,0.0,,21,1,3,0,641.333333333,637.666666667,640.333333333,641.666666667,640.333333333,641.333333333,639.666666667,639.666666667
2017-03-21 03:15:00,2194.66666667,647.666666667,323.333333333,56853.0,2594816.0,2594816.0,134.333333333,0.0,0.0,0.0,,21,1,3,15,645.666666667,640.0,642.0,639.666666667,642.333333333,640.333333333,641.333333333,639.666666667
2017-03-21 03:30:00,2314.0,649.0,323.333333333,54990.0,2594816.0,2594816.0,130.0,0.0,0.0,0.0,,21,1,3,30,641.666666667,641.666666667,641.333333333,639.666666667,645.666666667,642.333333333,640.333333333,641.333333333
2017-03-21 03:45:00,2317.66666667,644.666666667,321.666666667,44736.3333333,2597410.0,2597410.0,105.666666667,0.0,0.0,0.0,,21,1,3,45,644.666666667,639.0,639.333333333,641.333333333,643.333333333,645.666666667,642.333333333,640.333333333
2017-03-21 04:00:00,2379.66666667,645.666666667,322.0,26096.6666667,2598912.0,2598912.0,61.3333333333,0.0,0.0,0.0,,21,1,4,0,642.0,642.666666667,641.666666667,640.333333333,644.333333333,643.333333333,645.666666667,642.333333333
2017-03-21 04:15:00,2311.0,645.666666667,322.0,54989.0,2598912.0,2598912.0,129.666666667,0.0,0.0,0.0,,21,1,4,15,641.333333333,641.333333333,639.666666667,642.333333333,641.333333333,644.333333333,643.333333333,645.666666667
2017-03-21 04:30:00,2345.33333333,644.666666667,321.333333333,66173.6666667,2598912.0,2598912.0,156.333333333,0.0,0.0,0.0,,21,1,4,30,642.333333333,641.333333333,639.666666667,645.666666667,644.333333333,641.333333333,644.333333333,643.333333333
2017-03-21 04:45:00,2188.33333333,644.666666667,321.333333333,56853.6666667,2598912.0,2598912.0,134.333333333,0.0,0.0,0.0,,21,1,4,45,641.333333333,643.333333333,641.333333333,643.333333333,641.666666667,644.333333333,641.333333333,644.333333333
2017-03-21 05:00:00,2302.66666667,645.666666667,322.333333333,21436.0,2598912.0,2598912.0,50.0,0.0,0.0,0.0,,21,1,5,0,644.333333333,640.333333333,640.333333333,644.333333333,641.0,641.666666667,644.333333333,641.333333333
2017-03-21 05:15:00,2313.33333333,644.0,321.333333333,73630.6666667,2598912.0,2598912.0,174.0,0.0,0.0,0.0,,21,1,5,15,643.0,642.0,642.333333333,641.333333333,642.0,641.0,641.666666667,644.333333333
2017-03-21 05:30:00,2268.0,643.0,320.333333333,53126.3333333,2598912.0,2598912.0,125.666666667,0.0,0.0,0.0,,21,1,5,30,643.0,641.333333333,645.666666667,644.333333333,643.0,642.0,641.0,641.666666667
2017-03-21 05:45:00,2389.0,647.333333333,323.0,34484.0,2598912.0,2598912.0,81.3333333333,0.0,0.0,0.0,,21,1,5,45,640.666666667,639.333333333,643.333333333,641.666666667,642.333333333,643.0,642.0,641.0
2017-03-21 06:00:00,2288.0,645.333333333,322.0,46601.3333333,2598912.0,2598912.0,109.666666667,0.0,0.0,0.0,,21,1,6,0,643.333333333,641.666666667,644.333333333,641.0,644.666666667,642.333333333,643.0,642.0
2017-03-21 06:15:00,2342.66666667,643.0,320.666666667,37280.0,2598912.0,2598912.0,87.6666666667,0.0,0.0,0.0,,21,1,6,15,644.0,639.666666667,641.333333333,642.0,642.0,644.666666667,642.333333333,643.0
2017-03-21 06:30:00,2281.66666667,645.0,321.666666667,49396.6666667,2598912.0,2598912.0,116.666666667,0.0,0.0,0.0,,21,1,6,30,642.0,639.666666667,644.333333333,643.0,643.333333333,642.0,644.666666667,642.333333333
2017-03-21 06:45:00,2332.66666667,645.0,321.666666667,54989.3333333,2598912.0,2598912.0,130.0,0.0,0.0,0.0,,21,1,6,45,640.333333333,641.333333333,641.666666667,642.333333333,640.666666667,643.333333333,642.0,644.666666667
2017-03-21 07:00:00,2391.0,645.0,321.666666667,43804.3333333,2598912.0,2598912.0,103.333333333,0.0,0.0,0.0,,21,1,7,0,637.666666667,640.333333333,641.0,644.666666667,643.0,640.666666667,643.333333333,642.0
2017-03-21 07:15:00,2352.0,646.666666667,322.333333333,62445.6666667,2598912.0,2598912.0,147.666666667,0.0,0.0,0.0,,21,1,7,15,640.0,642.333333333,642.0,642.0,642.333333333,643.0,640.666666667,643.333333333
2017-03-21 07:30:00,2341.0,646.333333333,322.333333333,31688.0,2598912.0,2598912.0,74.6666666667,0.0,0.0,0.0,,21,1,7,30,641.666666667,645.666666667,643.0,643.333333333,641.333333333,642.333333333,643.0,640.666666667
2017-03-21 07:45:00,2294.66666667,646.0,322.333333333,45669.0,2598912.0,2598912.0,107.666666667,0.0,0.0,0.0,,21,1,7,45,639.0,643.333333333,642.333333333,640.666666667,641.666666667,641.333333333,642.333333333,643.0
2017-03-21 08:00:00,2452.66666667,644.0,321.333333333,54989.3333333,2598912.0,2598912.0,130.0,0.0,0.0,0.0,,21,1,8,0,642.666666667,644.333333333,644.666666667,643.0,639.666666667,641.666666667,641.333333333,642.333333333
2017-03-21 08:15:00,2355.33333333,643.333333333,321.0,39144.3333333,2598912.0,2598912.0,92.3333333333,0.0,0.0,0.0,,21,1,8,15,641.333333333,641.333333333,642.0,642.333333333,643.333333333,639.666666667,641.666666667,641.333333333
2017-03-21 08:30:00,2521.66666667,645.666666667,321.666666667,55921.0,2598912.0,2598912.0,132.0,0.0,0.0,0.0,,21,1,8,30,641.333333333,644.333333333,643.333333333,641.333333333,643.333333333,643.333333333,639.666666667,641.666666667
2017-03-21 08:45:00,2285.0,657.666666667,328.333333333,43804.3333333,2598912.0,2598912.0,103.0,0.0,0.0,0.0,,21,1,8,45,643.333333333,641.666666667,640.666666667,641.666666667,654.333333333,643.333333333,643.333333333,639.666666667
2017-03-21 09:00:00,2365.0,647.0,323.0,78291.6666667,2598912.0,2598912.0,185.666666667,0.0,0.0,0.0,,21,1,9,0,640.333333333,641.0,643.0,639.666666667,644.0,654.333333333,643.333333333,643.333333333
2017-03-21 09:15:00,2335.33333333,646.0,322.333333333,94136.3333333,2598912.0,2598912.0,223.0,0.0,0.0,0.0,,21,1,9,15,642.0,642.0,642.333333333,643.333333333,640.666666667,644.0,654.333333333,643.333333333
2017-03-21 09:30:00,2361.66666667,646.0,322.0,38212.3333333,2598912.0,2598912.0,90.0,0.0,0.0,0.0,,21,1,9,30,641.333333333,643.0,641.333333333,643.333333333,640.333333333,640.666666667,644.0,654.333333333
2017-03-21 09:45:00,2376.66666667,644.666666667,321.333333333,54989.3333333,2598912.0,2598912.0,129.666666667,0.0,0.0,0.0,,21,1,9,45,639.333333333,642.333333333,641.666666667,654.333333333,640.666666667,640.333333333,640.666666667,644.0
2017-03-21 10:00:00,2390.66666667,644.333333333,321.333333333,23300.3333333,2598912.0,2598912.0,54.6666666667,0.0,0.0,0.0,,21,1,10,0,641.666666667,644.666666667,639.666666667,644.0,643.333333333,640.666666667,640.333333333,640.666666667
2017-03-21 10:15:00,2326.0,645.0,321.666666667,33552.6666667,2598912.0,2598912.0,79.3333333333,0.0,0.0,0.0,,21,1,10,15,639.666666667,642.0,643.333333333,640.666666667,642.333333333,643.333333333,640.666666667,640.333333333
2017-03-21 10:30:00,2270.66666667,645.333333333,321.666666667,50328.3333333,2598912.0,2598912.0,119.0,0.0,0.0,0.0,,21,1,10,30,639.666666667,643.333333333,643.333333333,640.333333333,642.0,642.333333333,643.333333333,640.666666667
2017-03-21 10:45:00,2388.66666667,645.666666667,322.0,71766.3333333,2598912.0,2598912.0,169.666666667,0.0,0.0,0.0,,21,1,10,45,641.333333333,640.666666667,654.333333333,640.666666667,642.333333333,642.0,642.333333333,643.333333333
2017-03-21 11:00:00,2412.0,644.333333333,321.333333333,36348.6666667,2598912.0,2598912.0,85.6666666667,0.0,0.0,0.0,,21,1,11,0,640.333333333,643.0,644.0,643.333333333,642.0,642.333333333,642.0,642.333333333
2017-03-21 11:15:00,2411.0,643.333333333,321.0,24232.0,2598912.0,2598912.0,57.0,0.0,0.0,0.0,,21,1,11,15,642.333333333,642.333333333,640.666666667,642.333333333,643.0,642.0,642.333333333,642.0
2017-03-21 11:30:00,2375.0,645.666666667,322.0,54989.6666667,2598912.0,2598912.0,129.666666667,0.0,0.0,0.0,,21,1,11,30,645.666666667,641.333333333,640.333333333,642.0,642.333333333,643.0,642.0,642.333333333
2017-03-21 11:45:00,2370.0,643.666666667,321.0,49396.6666667,2598912.0,2598912.0,116.333333333,0.0,0.0,0.0,,21,1,11,45,643.333333333,641.666666667,640.666666667,642.333333333,641.666666667,642.333333333,643.0,642.0
2017-03-21 12:00:00,2312.66666667,643.333333333,320.666666667,39144.3333333,2598912.0,2598912.0,92.3333333333,0.0,0.0,0.0,,21,1,12,0,644.333333333,639.666666667,643.333333333,642.0,645.666666667,641.666666667,642.333333333,643.0
2017-03-21 12:15:00,2381.66666667,643.666666667,321.0,58718.0,2598912.0,2598912.0,138.666666667,0.0,0.0,0.0,,21,1,12,15,641.333333333,643.333333333,642.333333333,643.0,639.666666667,645.666666667,641.666666667,642.333333333
2017-03-21 12:30:00,2376.33333333,645.0,321.666666667,49397.6666667,2598912.0,2598912.0,116.666666667,0.0,0.0,0.0,,21,1,12,30,644.333333333,643.333333333,642.0,642.333333333,640.666666667,639.666666667,645.666666667,641.666666667
2017-03-21 12:45:00,2313.66666667,646.333333333,322.333333333,54989.3333333,2598912.0,2598912.0,129.666666667,0.0,0.0,0.0,,21,1,12,45,641.666666667,654.333333333,642.333333333,641.666666667,643.666666667,640.666666667,639.666666667,645.666666667
2017-03-21 13:00:00,2331.0,643.666666667,321.0,57785.6666667,2598912.0,2598912.0,136.333333333,0.0,0.0,0.0,,21,1,13,0,641.0,644.0,642.0,645.666666667,642.0,643.666666667,640.666666667,639.666666667
2017-03-21 13:15:00,2350.66666667,645.666666667,322.0,45668.3333333,2598912.0,2598912.0,107.666666667,0.0,0.0,0.0,,21,1,13,15,642.0,640.666666667,643.0,639.666666667,639.666666667,642.0,643.666666667,640.666666667
2017-03-21 13:30:00,2318.33333333,644.333333333,321.666666667,27960.0,2598912.0,2598912.0,66.0,0.0,0.0,0.0,,21,1,13,30,643.0,640.333333333,642.333333333,640.666666667,642.0,639.666666667,642.0,643.666666667
2017-03-21 13:45:00,2361.33333333,647.333333333,322.666666667,58717.3333333,2598912.0,2598912.0,139.0,0.0,0.0,0.0,,21,1,13,45,642.333333333,640.666666667,641.666666667,643.666666667,638.0,642.0,639.666666667,642.0
2017-03-21 14:00:00,2382.33333333,647.333333333,322.666666667,39144.6666667,2598912.0,2598912.0,92.3333333333,0.0,0.0,0.0,,21,1,14,0,644.666666667,643.333333333,645.666666667,642.0,639.666666667,638.0,642.0,639.666666667
2017-03-21 14:15:00,2332.33333333,646.333333333,322.666666667,44737.3333333,2598912.0,2598912.0,105.666666667,0.0,0.0,0.0,,21,1,14,15,642.0,642.333333333,639.666666667,639.666666667,639.666666667,639.666666667,638.0,642.0
2017-03-21 14:30:00,2379.0,645.666666667,322.333333333,58718.0,2598912.0,2598912.0,139.0,0.0,0.0,0.0,,21,1,14,30,643.333333333,642.0,640.666666667,642.0,643.666666667,639.666666667,639.666666667,638.0
2017-03-21 14:45:00,2342.0,644.333333333,321.333333333,27960.3333333,2598912.0,2598912.0,66.0,0.0,0.0,0.0,,21,1,14,45,640.666666667,642.333333333,643.666666667,638.0,640.0,643.666666667,639.666666667,639.666666667
2017-03-21 15:00:00,2350.0,645.0,321.333333333,67106.3333333,2598912.0,2598912.0,159.0,0.0,0.0,0.0,,21,1,15,0,643.0,642.0,642.0,639.666666667,642.666666667,640.0,643.666666667,639.666666667
2017-03-21 15:15:00,2362.0,646.333333333,322.0,35416.6666667,2598912.0,2598912.0,83.3333333333,0.0,0.0,0.0,,21,1,15,15,642.333333333,643.0,639.666666667,639.666666667,644.0,642.666666667,640.0,643.666666667
2017-03-21 15:30:00,2388.66666667,645.0,322.0,30756.0,2598912.0,2598912.0,72.3333333333,0.0,0.0,0.0,,21,1,15,30,641.333333333,642.333333333,642.0,643.666666667,643.666666667,644.0,642.666666667,640.0
2017-03-21 15:45:00,2320.33333333,645.333333333,321.666666667,53125.3333333,2598912.0,2598912.0,125.666666667,0.0,0.0,0.0,,21,1,15,45,641.666666667,641.666666667,638.0,640.0,644.666666667,643.666666667,644.0,642.666666667
2017-03-21 16:00:00,2393.66666667,647.0,322.333333333,81087.3333333,2598912.0,2598912.0,192.333333333,0.0,0.0,0.0,,21,1,16,0,639.666666667,645.666666667,639.666666667,642.666666667,643.0,644.666666667,643.666666667,644.0
2017-03-21 16:15:00,2351.66666667,647.333333333,322.666666667,41940.0,2598912.0,2598912.0,99.0,0.0,0.0,0.0,,21,1,16,15,643.333333333,639.666666667,639.666666667,644.0,643.666666667,643.0,644.666666667,643.666666667
2017-03-21 16:30:00,2357.33333333,646.666666667,322.666666667,53125.0,2598912.0,2598912.0,125.666666667,0.0,0.0,0.0,,21,1,16,30,643.333333333,640.666666667,643.666666667,643.666666667,642.666666667,643.666666667,643.0,644.666666667
2017-03-21 16:45:00,2312.0,643.333333333,320.666666667,54989.3333333,2598912.0,2598912.0,130.0,0.0,0.0,0.0,,21,1,16,45,654.333333333,643.666666667,640.0,644.666666667,643.666666667,642.666666667,643.666666667,643.0
2017-03-21 17:00:00,2456.0,646.0,322.333333333,37280.6666667,2598912.0,2598912.0,88.0,0.0,0.0,0.0,,21,1,17,0,644.0,642.0,642.666666667,643.0,643.333333333,643.666666667,642.666666667,643.666666667
2017-03-21 17:15:00,2292.33333333,644.333333333,321.333333333,29824.0,2598912.0,2598912.0,70.0,0.0,0.0,0.0,,21,1,17,15,640.666666667,639.666666667,644.0,643.666666667,647.0,643.333333333,643.666666667,642.666666667
2017-03-21 17:30:00,2370.33333333,645.333333333,322.0,55921.6666667,2598912.0,2598912.0,132.333333333,0.0,0.0,0.0,,21,1,17,30,640.333333333,642.0,643.666666667,642.666666667,644.333333333,647.0,643.333333333,643.666666667
2017-03-21 17:45:00,2367.33333333,645.333333333,321.666666667,33552.6666667,2598912.0,2598912.0,79.0,0.0,0.0,0.0,,21,1,17,45,640.666666667,638.0,644.666666667,643.666666667,647.333333333,644.333333333,647.0,643.333333333
2017-03-21 18:00:00,2359.66666667,643.666666667,321.333333333,54989.6666667,2598912.0,2598912.0,130.0,0.0,0.0,0.0,,21,1,18,0,643.333333333,639.666666667,643.0,643.333333333,645.0,647.333333333,644.333333333,647.0
2017-03-21 18:15:00,2293.0,646.666666667,322.666666667,37280.6666667,2598912.0,2598912.0,87.6666666667,0.0,0.0,0.0,,21,1,18,15,642.333333333,639.666666667,643.666666667,647.0,646.666666667,645.0,647.333333333,644.333333333
2017-03-21 18:30:00,2289.0,644.0,321.0,51261.0,2598912.0,2598912.0,121.0,0.0,0.0,0.0,,21,1,18,30,642.0,643.666666667,642.666666667,644.333333333,648.666666667,646.666666667,645.0,647.333333333
2017-03-21 18:45:00,2370.33333333,645.333333333,321.666666667,43805.6666667,2598912.0,2598912.0,103.333333333,0.0,0.0,0.0,,21,1,18,45,642.333333333,640.0,643.666666667,647.333333333,647.333333333,648.666666667,646.666666667,645.0
2017-03-21 19:00:00,2340.33333333,646.333333333,322.666666667,58717.6666667,2598912.0,2598912.0,138.666666667,0.0,0.0,0.0,,21,1,19,0,642.0,642.666666667,643.333333333,645.0,644.666666667,647.333333333,648.666666667,646.666666667
2017-03-21 19:15:00,2354.33333333,644.0,321.0,57785.3333333,2598912.0,2598912.0,136.666666667,0.0,0.0,0.0,,21,1,19,15,643.0,644.0,647.0,646.666666667,643.333333333,644.666666667,647.333333333,648.666666667
2017-03-21 19:30:00,2347.66666667,642.666666667,320.666666667,28892.3333333,2598912.0,2598912.0,67.6666666667,0.0,0.0,0.0,,21,1,19,30,642.333333333,643.666666667,644.333333333,648.666666667,643.333333333,643.333333333,644.666666667,647.333333333
2017-03-21 19:45:00,2332.66666667,643.0,320.666666667,53125.6666667,2598912.0,2598912.0,125.666666667,0.0,0.0,0.0,,21,1,19,45,641.666666667,644.666666667,647.333333333,647.333333333,644.666666667,643.333333333,643.333333333,644.666666667
