DATETIMEUTC,cpu_usage,cpu_usagemhz,mem_active,mem_consumed,mem_granted,mem_usage,net_received,net_transmitted,net_usage,VM_ID,day,weekday,hour,minute,hist_1D8H,hist_1D4H,hist_1D2H,hist_1D1H,hist_1D,hist_1D15m,hist_1D30m,hist_1D45m
3/21/17 6:00,645.3333333,322,46601.33333,2598912,2598912,109.6666667,0,0,0,1,21,1,6,0,643.3333333,641.6666667,644.3333333,641,644.6666667,642.3333333,643,642
3/21/17 6:15,643,320.6666667,37280,2598912,2598912,87.66666667,0,0,0,1,21,1,6,15,644,639.6666667,641.3333333,642,642,644.6666667,642.3333333,643
3/21/17 6:30,645,321.6666667,49396.66667,2598912,2598912,116.6666667,0,0,0,1,21,1,6,30,642,639.6666667,644.3333333,643,643.3333333,642,644.6666667,642.3333333
3/21/17 6:45,645,321.6666667,54989.33333,2598912,2598912,130,0,0,0,1,21,1,6,45,640.3333333,641.3333333,641.6666667,642.3333333,640.6666667,643.3333333,642,644.6666667
3/21/17 7:00,645,321.6666667,43804.33333,2598912,2598912,103.3333333,0,0,0,1,21,1,7,0,637.6666667,640.3333333,641,644.6666667,643,640.6666667,643.3333333,642
3/21/17 7:15,646.6666667,322.3333333,62445.66667,2598912,2598912,147.6666667,0,0,0,1,21,1,7,15,640,642.3333333,642,642,642.3333333,643,640.6666667,643.3333333
3/21/17 7:30,646.3333333,322.3333333,31688,2598912,2598912,74.66666667,0,0,0,1,21,1,7,30,641.6666667,645.6666667,643,643.3333333,641.3333333,642.3333333,643,640.6666667
3/21/17 7:45,646,322.3333333,45669,2598912,2598912,107.6666667,0,0,0,1,21,1,7,45,639,643.3333333,642.3333333,640.6666667,641.6666667,641.3333333,642.3333333,643
3/21/17 8:00,644,321.3333333,54989.33333,2598912,2598912,130,0,0,0,1,21,1,8,0,642.6666667,644.3333333,644.6666667,643,639.6666667,641.6666667,641.3333333,642.3333333
3/21/17 8:15,643.3333333,321,39144.33333,2598912,2598912,92.33333333,0,0,0,1,21,1,8,15,641.3333333,641.3333333,642,642.3333333,643.3333333,639.6666667,641.6666667,641.3333333
3/21/17 8:30,645.6666667,321.6666667,55921,2598912,2598912,132,0,0,0,1,21,1,8,30,641.3333333,644.3333333,643.3333333,641.3333333,643.3333333,643.3333333,639.6666667,641.6666667
3/21/17 8:45,657.6666667,328.3333333,43804.33333,2598912,2598912,103,0,0,0,1,21,1,8,45,643.3333333,641.6666667,640.6666667,641.6666667,654.3333333,643.3333333,643.3333333,639.6666667
3/21/17 9:00,647,323,78291.66667,2598912,2598912,185.6666667,0,0,0,1,21,1,9,0,640.3333333,641,643,639.6666667,644,654.3333333,643.3333333,643.3333333
3/21/17 9:15,646,322.3333333,94136.33333,2598912,2598912,223,0,0,0,1,21,1,9,15,642,642,642.3333333,643.3333333,640.6666667,644,654.3333333,643.3333333
3/21/17 9:30,646,322,38212.33333,2598912,2598912,90,0,0,0,1,21,1,9,30,641.3333333,643,641.3333333,643.3333333,640.3333333,640.6666667,644,654.3333333
3/21/17 9:45,644.6666667,321.3333333,54989.33333,2598912,2598912,129.6666667,0,0,0,1,21,1,9,45,639.3333333,642.3333333,641.6666667,654.3333333,640.6666667,640.3333333,640.6666667,644
3/21/17 10:00,644.3333333,321.3333333,23300.33333,2598912,2598912,54.66666667,0,0,0,1,21,1,10,0,641.6666667,644.6666667,639.6666667,644,643.3333333,640.6666667,640.3333333,640.6666667
3/21/17 10:15,645,321.6666667,33552.66667,2598912,2598912,79.33333333,0,0,0,1,21,1,10,15,639.6666667,642,643.3333333,640.6666667,642.3333333,643.3333333,640.6666667,640.3333333
3/21/17 10:30,645.3333333,321.6666667,50328.33333,2598912,2598912,119,0,0,0,1,21,1,10,30,639.6666667,643.3333333,643.3333333,640.3333333,642,642.3333333,643.3333333,640.6666667
3/21/17 10:45,645.6666667,322,71766.33333,2598912,2598912,169.6666667,0,0,0,1,21,1,10,45,641.3333333,640.6666667,654.3333333,640.6666667,642.3333333,642,642.3333333,643.3333333
3/21/17 11:00,644.3333333,321.3333333,36348.66667,2598912,2598912,85.66666667,0,0,0,1,21,1,11,0,640.3333333,643,644,643.3333333,642,642.3333333,642,642.3333333
3/21/17 11:15,643.3333333,321,24232,2598912,2598912,57,0,0,0,1,21,1,11,15,642.3333333,642.3333333,640.6666667,642.3333333,643,642,642.3333333,642
3/21/17 11:30,645.6666667,322,54989.66667,2598912,2598912,129.6666667,0,0,0,1,21,1,11,30,645.6666667,641.3333333,640.3333333,642,642.3333333,643,642,642.3333333
3/21/17 11:45,643.6666667,321,49396.66667,2598912,2598912,116.3333333,0,0,0,1,21,1,11,45,643.3333333,641.6666667,640.6666667,642.3333333,641.6666667,642.3333333,643,642
3/21/17 12:00,643.3333333,320.6666667,39144.33333,2598912,2598912,92.33333333,0,0,0,1,21,1,12,0,644.3333333,639.6666667,643.3333333,642,645.6666667,641.6666667,642.3333333,643
3/21/17 12:15,643.6666667,321,58718,2598912,2598912,138.6666667,0,0,0,1,21,1,12,15,641.3333333,643.3333333,642.3333333,643,639.6666667,645.6666667,641.6666667,642.3333333
3/21/17 12:30,645,321.6666667,49397.66667,2598912,2598912,116.6666667,0,0,0,1,21,1,12,30,644.3333333,643.3333333,642,642.3333333,640.6666667,639.6666667,645.6666667,641.6666667
3/21/17 12:45,646.3333333,322.3333333,54989.33333,2598912,2598912,129.6666667,0,0,0,1,21,1,12,45,641.6666667,654.3333333,642.3333333,641.6666667,643.6666667,640.6666667,639.6666667,645.6666667
3/21/17 13:00,643.6666667,321,57785.66667,2598912,2598912,136.3333333,0,0,0,1,21,1,13,0,641,644,642,645.6666667,642,643.6666667,640.6666667,639.6666667
3/21/17 13:15,645.6666667,322,45668.33333,2598912,2598912,107.6666667,0,0,0,1,21,1,13,15,642,640.6666667,643,639.6666667,639.6666667,642,643.6666667,640.6666667
3/21/17 13:30,644.3333333,321.6666667,27960,2598912,2598912,66,0,0,0,1,21,1,13,30,643,640.3333333,642.3333333,640.6666667,642,639.6666667,642,643.6666667
3/21/17 13:45,647.3333333,322.6666667,58717.33333,2598912,2598912,139,0,0,0,1,21,1,13,45,642.3333333,640.6666667,641.6666667,643.6666667,638,642,639.6666667,642
3/21/17 14:00,647.3333333,322.6666667,39144.66667,2598912,2598912,92.33333333,0,0,0,1,21,1,14,0,644.6666667,643.3333333,645.6666667,642,639.6666667,638,642,639.6666667
3/21/17 14:15,646.3333333,322.6666667,44737.33333,2598912,2598912,105.6666667,0,0,0,1,21,1,14,15,642,642.3333333,639.6666667,639.6666667,639.6666667,639.6666667,638,642
3/21/17 14:30,645.6666667,322.3333333,58718,2598912,2598912,139,0,0,0,1,21,1,14,30,643.3333333,642,640.6666667,642,643.6666667,639.6666667,639.6666667,638
3/21/17 14:45,644.3333333,321.3333333,27960.33333,2598912,2598912,66,0,0,0,1,21,1,14,45,640.6666667,642.3333333,643.6666667,638,640,643.6666667,639.6666667,639.6666667
3/21/17 15:00,645,321.3333333,67106.33333,2598912,2598912,159,0,0,0,1,21,1,15,0,643,642,642,639.6666667,642.6666667,640,643.6666667,639.6666667
3/21/17 15:15,646.3333333,322,35416.66667,2598912,2598912,83.33333333,0,0,0,1,21,1,15,15,642.3333333,643,639.6666667,639.6666667,644,642.6666667,640,643.6666667
3/21/17 15:30,645,322,30756,2598912,2598912,72.33333333,0,0,0,1,21,1,15,30,641.3333333,642.3333333,642,643.6666667,643.6666667,644,642.6666667,640
3/21/17 15:45,645.3333333,321.6666667,53125.33333,2598912,2598912,125.6666667,0,0,0,1,21,1,15,45,641.6666667,641.6666667,638,640,644.6666667,643.6666667,644,642.6666667
3/21/17 16:00,647,322.3333333,81087.33333,2598912,2598912,192.3333333,0,0,0,1,21,1,16,0,639.6666667,645.6666667,639.6666667,642.6666667,643,644.6666667,643.6666667,644
3/21/17 16:15,647.3333333,322.6666667,41940,2598912,2598912,99,0,0,0,1,21,1,16,15,643.3333333,639.6666667,639.6666667,644,643.6666667,643,644.6666667,643.6666667
3/21/17 16:30,646.6666667,322.6666667,53125,2598912,2598912,125.6666667,0,0,0,1,21,1,16,30,643.3333333,640.6666667,643.6666667,643.6666667,642.6666667,643.6666667,643,644.6666667
3/21/17 16:45,643.3333333,320.6666667,54989.33333,2598912,2598912,130,0,0,0,1,21,1,16,45,654.3333333,643.6666667,640,644.6666667,643.6666667,642.6666667,643.6666667,643
3/21/17 17:00,646,322.3333333,37280.66667,2598912,2598912,88,0,0,0,1,21,1,17,0,644,642,642.6666667,643,643.3333333,643.6666667,642.6666667,643.6666667
3/21/17 17:15,644.3333333,321.3333333,29824,2598912,2598912,70,0,0,0,1,21,1,17,15,640.6666667,639.6666667,644,643.6666667,647,643.3333333,643.6666667,642.6666667
3/21/17 17:30,645.3333333,322,55921.66667,2598912,2598912,132.3333333,0,0,0,1,21,1,17,30,640.3333333,642,643.6666667,642.6666667,644.3333333,647,643.3333333,643.6666667
3/21/17 17:45,645.3333333,321.6666667,33552.66667,2598912,2598912,79,0,0,0,1,21,1,17,45,640.6666667,638,644.6666667,643.6666667,647.3333333,644.3333333,647,643.3333333
3/21/17 18:00,643.6666667,321.3333333,54989.66667,2598912,2598912,130,0,0,0,1,21,1,18,0,643.3333333,639.6666667,643,643.3333333,645,647.3333333,644.3333333,647
3/21/17 18:15,646.6666667,322.6666667,37280.66667,2598912,2598912,87.66666667,0,0,0,1,21,1,18,15,642.3333333,639.6666667,643.6666667,647,646.6666667,645,647.3333333,644.3333333
3/21/17 18:30,644,321,51261,2598912,2598912,121,0,0,0,1,21,1,18,30,642,643.6666667,642.6666667,644.3333333,648.6666667,646.6666667,645,647.3333333
3/21/17 18:45,645.3333333,321.6666667,43805.66667,2598912,2598912,103.3333333,0,0,0,1,21,1,18,45,642.3333333,640,643.6666667,647.3333333,647.3333333,648.6666667,646.6666667,645
3/21/17 19:00,646.3333333,322.6666667,58717.66667,2598912,2598912,138.6666667,0,0,0,1,21,1,19,0,642,642.6666667,643.3333333,645,644.6666667,647.3333333,648.6666667,646.6666667
3/21/17 19:15,644,321,57785.33333,2598912,2598912,136.6666667,0,0,0,1,21,1,19,15,643,644,647,646.6666667,643.3333333,644.6666667,647.3333333,648.6666667
3/21/17 19:30,642.6666667,320.6666667,28892.33333,2598912,2598912,67.66666667,0,0,0,1,21,1,19,30,642.3333333,643.6666667,644.3333333,648.6666667,643.3333333,643.3333333,644.6666667,647.3333333
3/21/17 19:45,643,320.6666667,53125.66667,2598912,2598912,125.6666667,0,0,0,1,21,1,19,45,641.6666667,644.6666667,647.3333333,647.3333333,644.6666667,643.3333333,643.3333333,644.6666667
3/21/17 20:00,643,320.6666667,53125,2598912,2598912,125.3333333,0,0,0,1,21,1,20,0,645.6666667,643,645,644.6666667,643,644.6666667,643.3333333,643.3333333
3/21/17 20:15,644.6666667,321.3333333,19572,2598912,2598912,45.66666667,0,0,0,1,21,1,20,15,639.6666667,643.6666667,646.6666667,643.3333333,645,643,644.6666667,643.3333333
3/21/17 20:30,643,320.6666667,44737.33333,2598912,2598912,105.3333333,0,0,0,1,21,1,20,30,640.6666667,642.6666667,648.6666667,643.3333333,645,645,643,644.6666667
3/21/17 20:45,644,321.3333333,47533.33333,2598912,2598912,112.3333333,0,0,0,1,21,1,20,45,643.6666667,643.6666667,647.3333333,644.6666667,642,645,645,643
3/21/17 21:00,647.3333333,323,50329,2598912,2598912,118.6666667,0,0,0,1,21,1,21,0,642,643.3333333,644.6666667,643,645.3333333,642,645,645
3/21/17 21:15,647.3333333,322.6666667,48464.33333,2598912,2598912,114.3333333,0,0,0,1,21,1,21,15,639.6666667,647,643.3333333,645,646.6666667,645.3333333,642,645
3/21/17 21:30,644.6666667,321.6666667,68970,2598912,2598912,163,0,0,0,1,21,1,21,30,642,644.3333333,643.3333333,645,646,646.6666667,645.3333333,642
3/21/17 21:45,645.3333333,322,27960,2598912,2598912,65.33333333,0,0,0,1,21,1,21,45,638,647.3333333,644.6666667,642,645.3333333,646,646.6666667,645.3333333
3/21/17 22:00,643.6666667,321,50329.33333,2598912,2598912,119,0,0,0,1,21,1,22,0,639.6666667,645,643,645.3333333,646.6666667,645.3333333,646,646.6666667
3/21/17 22:15,643.6666667,321.3333333,69903,2598912,2598912,165.6666667,0,0,0,1,21,1,22,15,639.6666667,646.6666667,645,646.6666667,645.6666667,646.6666667,645.3333333,646
3/21/17 22:30,641.3333333,319.6666667,41940.33333,2598912,2598912,99,0,0,0,1,21,1,22,30,643.6666667,648.6666667,645,646,643,645.6666667,646.6666667,645.3333333
3/21/17 22:45,643,320.6666667,32620,2598912,2598912,76.66666667,0,0,0,1,21,1,22,45,640,647.3333333,642,645.3333333,643.6666667,643,645.6666667,646.6666667
3/21/17 23:00,642.6666667,320.6666667,34484.33333,2598912,2598912,81,0,0,0,1,21,1,23,0,642.6666667,644.6666667,645.3333333,646.6666667,646,643.6666667,643,645.6666667
3/21/17 23:15,641.6666667,320,47532.66667,2598912,2598912,112.3333333,0,0,0,1,21,1,23,15,644,643.3333333,646.6666667,645.6666667,646,646,643.6666667,643
3/21/17 23:30,643.3333333,321,45669.33333,2598912,2598912,108,0,0,0,1,21,1,23,30,643.6666667,643.3333333,646,643,649,646,646,643.6666667
3/21/17 23:45,642.6666667,320.3333333,66174.33333,2598912,2598912,156.6666667,0,0,0,1,21,1,23,45,644.6666667,644.6666667,645.3333333,643.6666667,646.3333333,649,646,646
3/22/17 0:00,646,322.3333333,54989.66667,2598912,2598912,130,0,0,0,1,22,2,0,0,643,643,646.6666667,646,647.6666667,646.3333333,649,646
3/22/17 0:15,641.6666667,320,45668.66667,2598912,2598912,107.3333333,0,0,0,1,22,2,0,15,643.6666667,645,645.6666667,646,648.3333333,647.6666667,646.3333333,649
3/22/17 0:30,642.6666667,320.6666667,50329,2598912,2598912,119,0,0,0,1,22,2,0,30,642.6666667,645,643,649,646.6666667,648.3333333,647.6666667,646.3333333
3/22/17 0:45,644,321,31688.66667,2598912,2598912,74.66666667,0,0,0,1,22,2,0,45,643.6666667,642,643.6666667,646.3333333,646.6666667,646.6666667,648.3333333,647.6666667
3/22/17 1:00,645.3333333,321.6666667,49396.33333,2598912,2598912,116.6666667,0,0,0,1,22,2,1,0,643.3333333,645.3333333,646,647.6666667,645.3333333,646.6666667,646.6666667,648.3333333
3/22/17 1:15,644.3333333,321.3333333,55922.33333,2598912,2598912,132.3333333,0,0,0,1,22,2,1,15,647,646.6666667,646,648.3333333,647.3333333,645.3333333,646.6666667,646.6666667
3/22/17 1:30,642,320.3333333,69902.33333,2598912,2598912,165.6666667,0,0,0,1,22,2,1,30,644.3333333,646,649,646.6666667,647.3333333,647.3333333,645.3333333,646.6666667
3/22/17 1:45,645.6666667,322.3333333,33552,2598912,2598912,79,0,0,0,1,22,2,1,45,647.3333333,645.3333333,646.3333333,646.6666667,646,647.3333333,647.3333333,645.3333333
3/22/17 2:00,644.3333333,321.3333333,33552,2598912,2598912,79,0,0,0,1,22,2,2,0,645,646.6666667,647.6666667,645.3333333,647.6666667,646,647.3333333,647.3333333
3/22/17 2:15,645,321.6666667,18640,2598912,2598912,43.33333333,0,0,0,1,22,2,2,15,646.6666667,645.6666667,648.3333333,647.3333333,644.6666667,647.6666667,646,647.3333333
3/22/17 2:30,643.3333333,320.6666667,50328.66667,2598912,2598912,119,0,0,0,1,22,2,2,30,648.6666667,643,646.6666667,647.3333333,645.3333333,644.6666667,647.6666667,646
3/22/17 2:45,644.3333333,321.6666667,25164,2598912,2598912,59,0,0,0,1,22,2,2,45,647.3333333,643.6666667,646.6666667,646,643.6666667,645.3333333,644.6666667,647.6666667
3/22/17 3:00,643,321.3333333,33553,2598912,2598912,79.33333333,0,0,0,1,22,2,3,0,644.6666667,646,645.3333333,647.6666667,645,643.6666667,645.3333333,644.6666667
3/22/17 3:15,646,322.3333333,8388,2598912,2598912,19.66666667,0,0,0,1,22,2,3,15,643.3333333,646,647.3333333,644.6666667,647.6666667,645,643.6666667,645.3333333
3/22/17 3:30,647,322.6666667,72698.66667,2598912,2598912,172.3333333,0,0,0,1,22,2,3,30,643.3333333,649,647.3333333,645.3333333,649,647.6666667,645,643.6666667
3/22/17 3:45,646,322,39144,2598912,2598912,92.33333333,0,0,0,1,22,2,3,45,644.6666667,646.3333333,646,643.6666667,644.6666667,649,647.6666667,645
3/22/17 4:00,643,320.3333333,36348.33333,2598912,2598912,85.66666667,0,0,0,1,22,2,4,0,643,647.6666667,647.6666667,645,645.6666667,644.6666667,649,647.6666667
3/22/17 4:15,644.6666667,321.3333333,11184,2598912,2598912,26.33333333,0,0,0,1,22,2,4,15,645,648.3333333,644.6666667,647.6666667,645.6666667,645.6666667,644.6666667,649
3/22/17 4:30,642.6666667,320.3333333,41009,2598912,2598912,96.66666667,0,0,0,1,22,2,4,30,645,646.6666667,645.3333333,649,644.6666667,645.6666667,645.6666667,644.6666667
3/22/17 4:45,646.3333333,322.3333333,50329,2598912,2598912,119,0,0,0,1,22,2,4,45,642,646.6666667,643.6666667,644.6666667,644.6666667,644.6666667,645.6666667,645.6666667
3/22/17 5:00,645.3333333,321.6666667,47532.66667,2598912,2598912,112.3333333,0,0,0,1,22,2,5,0,645.3333333,645.3333333,645,645.6666667,645.6666667,644.6666667,644.6666667,645.6666667
3/22/17 5:15,643.3333333,321,38212.66667,2598912,2598912,90,0,0,0,1,22,2,5,15,646.6666667,647.3333333,647.6666667,645.6666667,644,645.6666667,644.6666667,644.6666667
3/22/17 5:30,644,321,36348,2598912,2598912,85.66666667,0,0,0,1,22,2,5,30,646,647.3333333,649,644.6666667,643,644,645.6666667,644.6666667
3/22/17 5:45,646,322,46600.66667,2598912,2598912,110,0,0,0,1,22,2,5,45,645.3333333,646,644.6666667,644.6666667,647.3333333,643,644,645.6666667
3/22/17 6:00,643.3333333,321,47532.33333,2598912,2598912,112,0,0,0,1,22,2,6,0,646.6666667,647.6666667,645.6666667,645.6666667,645.3333333,647.3333333,643,644
3/22/17 6:15,645,321.3333333,30756,2598912,2598912,72.33333333,0,0,0,1,22,2,6,15,645.6666667,644.6666667,645.6666667,644,643,645.3333333,647.3333333,643
3/22/17 6:30,646.6666667,322.6666667,9320,2598912,2598912,21.66666667,0,0,0,1,22,2,6,30,643,645.3333333,644.6666667,643,645,643,645.3333333,647.3333333
3/22/17 6:45,643.3333333,321,25164,2598912,2598912,59,0,0,0,1,22,2,6,45,643.6666667,643.6666667,644.6666667,647.3333333,645,645,643,645.3333333
3/22/17 7:00,642,320,42873.33333,2598912,2598912,101.3333333,0,0,0,1,22,2,7,0,646,645,645.6666667,645.3333333,645,645,645,643
3/22/17 7:15,642,320.3333333,54057.66667,2598912,2598912,127.6666667,0,0,0,1,22,2,7,15,646,647.6666667,644,643,646.6666667,645,645,645
3/22/17 7:30,646,322,43804.66667,2598912,2598912,103.3333333,0,0,0,1,22,2,7,30,649,649,643,645,646.3333333,646.6666667,645,645
3/22/17 7:45,640.6666667,319.6666667,40076.33333,2598912,2598912,94.66666667,0,0,0,1,22,2,7,45,646.3333333,644.6666667,647.3333333,645,646,646.3333333,646.6666667,645
3/22/17 8:00,644,321,42873,2598912,2598912,101.3333333,0,0,0,1,22,2,8,0,647.6666667,645.6666667,645.3333333,645,644,646,646.3333333,646.6666667
3/22/17 8:15,642.3333333,320.3333333,30756.66667,2598912,2598912,72.66666667,0,0,0,1,22,2,8,15,648.3333333,645.6666667,643,646.6666667,643.3333333,644,646,646.3333333
3/22/17 8:30,640.3333333,319.3333333,35416,2598912,2598912,83.33333333,0,0,0,1,22,2,8,30,646.6666667,644.6666667,645,646.3333333,645.6666667,643.3333333,644,646
3/22/17 8:45,641.6666667,320,45669,2598912,2598912,107.6666667,0,0,0,1,22,2,8,45,646.6666667,644.6666667,645,646,657.6666667,645.6666667,643.3333333,644
3/22/17 9:00,654,326.3333333,58717.66667,2600504.667,2600504.667,138.6666667,0,0,0,1,22,2,9,0,645.3333333,645.6666667,645,644,647,657.6666667,645.6666667,643.3333333
3/22/17 9:15,644.6666667,321.3333333,45669,2600960,2600960,107.6666667,0,0,0,1,22,2,9,15,647.3333333,644,646.6666667,643.3333333,646,647,657.6666667,645.6666667
3/22/17 9:30,642.6666667,320.3333333,68038.66667,2600960,2600960,161,0,0,0,1,22,2,9,30,647.3333333,643,646.3333333,645.6666667,646,646,647,657.6666667
3/22/17 9:45,643.3333333,321,62445.66667,2600960,2600960,147.6666667,0,0,0,1,22,2,9,45,646,647.3333333,646,657.6666667,644.6666667,646,646,647
3/22/17 10:00,644.3333333,321.3333333,54988.66667,2600960,2600960,130,0,0,0,1,22,2,10,0,647.6666667,645.3333333,644,647,644.3333333,644.6666667,646,646
3/22/17 10:15,642.3333333,320.3333333,53125.66667,2600960,2600960,125.6666667,0,0,0,1,22,2,10,15,644.6666667,643,643.3333333,646,645,644.3333333,644.6666667,646
3/22/17 10:30,644.3333333,321.3333333,51261.33333,2600960,2600960,121,0,0,0,1,22,2,10,30,645.3333333,645,645.6666667,646,645.3333333,645,644.3333333,644.6666667
3/22/17 10:45,645.3333333,322,18640,2600960,2600960,44,0,0,0,1,22,2,10,45,643.6666667,645,657.6666667,644.6666667,645.6666667,645.3333333,645,644.3333333
3/22/17 11:00,646,322,44737,2600960,2600960,105.6666667,0,0,0,1,22,2,11,0,645,645,647,644.3333333,644.3333333,645.6666667,645.3333333,645
3/22/17 11:15,645.3333333,321.6666667,24232,2600960,2600960,56.66666667,0,0,0,1,22,2,11,15,647.6666667,646.6666667,646,645,643.3333333,644.3333333,645.6666667,645.3333333
3/22/17 11:30,640.6666667,319.6666667,26096.33333,2600960,2600960,61.33333333,0,0,0,1,22,2,11,30,649,646.3333333,646,645.3333333,645.6666667,643.3333333,644.3333333,645.6666667
3/22/17 11:45,643,320.6666667,41940.33333,2600960,2600960,99,0,0,0,1,22,2,11,45,644.6666667,646,644.6666667,645.6666667,643.6666667,645.6666667,643.3333333,644.3333333
3/22/17 12:00,644,321,96932.66667,2600960,2600960,230,0,0,0,1,22,2,12,0,645.6666667,644,644.3333333,644.3333333,643.3333333,643.6666667,645.6666667,643.3333333
3/22/17 12:15,643,320.6666667,47533.33333,2600960,2600960,112,0,0,0,1,22,2,12,15,645.6666667,643.3333333,645,643.3333333,643.6666667,643.3333333,643.6666667,645.6666667
3/22/17 12:30,644,321,31688.33333,2600960,2600960,74.66666667,0,0,0,1,22,2,12,30,644.6666667,645.6666667,645.3333333,645.6666667,645,643.6666667,643.3333333,643.6666667
3/22/17 12:45,643.3333333,321,50329.33333,2600960,2600960,119,0,0,0,1,22,2,12,45,644.6666667,657.6666667,645.6666667,643.6666667,646.3333333,645,643.6666667,643.3333333
3/22/17 13:00,643.6666667,321.3333333,65242.33333,2600960,2600960,154,0,0,0,1,22,2,13,0,645.6666667,647,644.3333333,643.3333333,643.6666667,646.3333333,645,643.6666667
3/22/17 13:15,641.3333333,320,41940.66667,2600960,2600960,99,0,0,0,1,22,2,13,15,644,646,643.3333333,643.6666667,645.6666667,643.6666667,646.3333333,645
3/22/17 13:30,642.6666667,320.6666667,55922,2600960,2600960,132,0,0,0,1,22,2,13,30,643,646,645.6666667,645,644.3333333,645.6666667,643.6666667,646.3333333
3/22/17 13:45,643,320.6666667,50329.33333,2600960,2600960,119,0,0,0,1,22,2,13,45,647.3333333,644.6666667,643.6666667,646.3333333,647.3333333,644.3333333,645.6666667,643.6666667
3/22/17 14:00,646.6666667,322,49397,2600960,2600960,116.3333333,0,0,0,1,22,2,14,0,645.3333333,644.3333333,643.3333333,643.6666667,647.3333333,647.3333333,644.3333333,645.6666667
3/22/17 14:15,644.3333333,321.3333333,25164.33333,2600960,2600960,59,0,0,0,1,22,2,14,15,643,645,643.6666667,645.6666667,646.3333333,647.3333333,647.3333333,644.3333333
3/22/17 14:30,645,321.6666667,67106,2600960,2600960,158.6666667,0,0,0,1,22,2,14,30,645,645.3333333,645,644.3333333,645.6666667,646.3333333,647.3333333,647.3333333
3/22/17 14:45,643.3333333,320.6666667,51261.33333,2600960,2600960,121,0,0,0,1,22,2,14,45,645,645.6666667,646.3333333,647.3333333,644.3333333,645.6666667,646.3333333,647.3333333
3/22/17 15:00,644.6666667,321.3333333,49396.66667,2600960,2600960,116.6666667,0,0,0,1,22,2,15,0,645,644.3333333,643.6666667,647.3333333,645,644.3333333,645.6666667,646.3333333
3/22/17 15:15,647.6666667,323.3333333,24232,2600960,2600960,56.66666667,0,0,0,1,22,2,15,15,646.6666667,643.3333333,645.6666667,646.3333333,646.3333333,645,644.3333333,645.6666667
3/22/17 15:30,645.3333333,322,27028,2600960,2600960,63.66666667,0,0,0,1,22,2,15,30,646.3333333,645.6666667,644.3333333,645.6666667,645,646.3333333,645,644.3333333
3/22/17 15:45,648.3333333,323.3333333,16776,2600960,2600960,39.33333333,0,0,0,1,22,2,15,45,646,643.6666667,647.3333333,644.3333333,645.3333333,645,646.3333333,645
3/22/17 16:00,646.3333333,322,52193.33333,2600960,2600960,123.3333333,0,0,0,1,22,2,16,0,644,643.3333333,647.3333333,645,647,645.3333333,645,646.3333333
3/22/17 16:15,645.3333333,321.6666667,11184,2600960,2600960,26,0,0,0,1,22,2,16,15,643.3333333,643.6666667,646.3333333,646.3333333,647.3333333,647,645.3333333,645
3/22/17 16:30,645.6666667,321.6666667,33552.33333,2600960,2600960,79,0,0,0,1,22,2,16,30,645.6666667,645,645.6666667,645,646.6666667,647.3333333,647,645.3333333
3/22/17 16:45,644,321.3333333,38212.66667,2600960,2600960,90,0,0,0,1,22,2,16,45,657.6666667,646.3333333,644.3333333,645.3333333,643.3333333,646.6666667,647.3333333,647
3/22/17 17:00,647,322.6666667,26096,2600960,2600960,61.33333333,0,0,0,1,22,2,17,0,647,643.6666667,645,647,646,643.3333333,646.6666667,647.3333333
3/22/17 17:15,645.3333333,322,32620,2600960,2600960,76.66666667,0,0,0,1,22,2,17,15,646,645.6666667,646.3333333,647.3333333,644.3333333,646,643.3333333,646.6666667
3/22/17 17:30,643.3333333,321,41008,2600960,2600960,96.66666667,0,0,0,1,22,2,17,30,646,644.3333333,645,646.6666667,645.3333333,644.3333333,646,643.3333333
3/22/17 17:45,643.3333333,320.6666667,60581.66667,2600960,2600960,143.3333333,0,0,0,1,22,2,17,45,644.6666667,647.3333333,645.3333333,643.3333333,645.3333333,645.3333333,644.3333333,646
3/22/17 18:00,645.6666667,322,50329.33333,2600960,2600960,119,0,0,0,1,22,2,18,0,644.3333333,647.3333333,647,646,643.6666667,645.3333333,645.3333333,644.3333333
3/22/17 18:15,644.6666667,321.3333333,52193,2602279.667,2602279.667,123.3333333,0,0,0,1,22,2,18,15,645,646.3333333,647.3333333,644.3333333,646.6666667,643.6666667,645.3333333,645.3333333
3/22/17 18:30,643.6666667,321,50329.66667,2603008,2603008,119,0,0,0,1,22,2,18,30,645.3333333,645.6666667,646.6666667,645.3333333,644,646.6666667,643.6666667,645.3333333
3/22/17 18:45,644.6666667,321.3333333,77358.66667,2603008,2603008,183.3333333,0,0,0,1,22,2,18,45,645.6666667,644.3333333,643.3333333,645.3333333,645.3333333,644,646.6666667,643.6666667
3/22/17 19:00,644.6666667,321.3333333,66174,2603008,2603008,156.6666667,0,0,0,1,22,2,19,0,644.3333333,645,646,643.6666667,646.3333333,645.3333333,644,646.6666667
3/22/17 19:15,645.6666667,322,58717.66667,2603008,2603008,138.6666667,0,0,0,1,22,2,19,15,643.3333333,646.3333333,644.3333333,646.6666667,644,646.3333333,645.3333333,644
3/22/17 19:30,645,321.6666667,22368,2603008,2603008,52.33333333,0,0,0,1,22,2,19,30,645.6666667,645,645.3333333,644,642.6666667,644,646.3333333,645.3333333
