DATETIMEUTC,cpu_usage,cpu_usagemhz,mem_active,mem_consumed,mem_granted,mem_usage,net_received,net_transmitted,net_usage,VM_ID,day,weekday,hour,minute,hist_1D8H,hist_1D4H,hist_1D2H,hist_1D1H,hist_1D,hist_1D15m,hist_1D30m,hist_1D45m
3/14/17 9:15,642.3333333,320.3333333,36348.33333,2574336,2574336,85.33333333,0,0,0,1,14,1,9,15,640,644,640.6666667,641,640.6666667,642,656,641.3333333
3/14/17 9:30,638.6666667,318.3333333,22368,2574336,2574336,52.66666667,0,0,0,1,14,1,9,30,639.6666667,642.6666667,644,641.3333333,643.6666667,640.6666667,642,656
3/14/17 9:45,643,320.6666667,43805,2574336,2574336,103,0,0,0,1,14,1,9,45,643.6666667,640.3333333,642,656,640.3333333,643.6666667,640.6666667,642
3/14/17 10:00,642.6666667,320.6666667,46601.33333,2574336,2574336,110.3333333,0,0,0,1,14,1,10,0,642.6666667,643.3333333,642.6666667,642,643.3333333,640.3333333,643.6666667,640.6666667
3/14/17 10:15,643.3333333,320.6666667,37280.33333,2574336,2574336,87.66666667,0,0,0,1,14,1,10,15,644,642.6666667,641,640.6666667,640.3333333,643.3333333,640.3333333,643.6666667
3/14/17 10:30,640,319.3333333,66175,2574336,2574336,156.6666667,0,0,0,1,14,1,10,30,643,643.3333333,641.3333333,643.6666667,641.6666667,640.3333333,643.3333333,640.3333333
3/14/17 10:45,642,320.3333333,37281,2574336,2574336,88,0,0,0,1,14,1,10,45,642.3333333,640,656,640.3333333,641.6666667,641.6666667,640.3333333,643.3333333
3/14/17 11:00,644.6666667,321.3333333,40076,2574336,2574336,94.33333333,0,0,0,1,14,1,11,0,642,642,642,643.3333333,642.6666667,641.6666667,641.6666667,640.3333333
3/14/17 11:15,641.6666667,320,60581.66667,2574336,2574336,143.3333333,0,0,0,1,14,1,11,15,640.6666667,640.6666667,640.6666667,640.3333333,642,642.6666667,641.6666667,641.6666667
3/14/17 11:30,641.3333333,319.6666667,44737,2574336,2574336,105.6666667,0,0,0,1,14,1,11,30,646.3333333,644,643.6666667,641.6666667,642.6666667,642,642.6666667,641.6666667
3/14/17 11:45,643.6666667,320.6666667,54989.66667,2574336,2574336,129.6666667,0,0,0,1,14,1,11,45,642.3333333,642,640.3333333,641.6666667,642.6666667,642.6666667,642,642.6666667
3/14/17 12:00,642,320.3333333,55922.66667,2574336,2574336,132.3333333,0,0,0,1,14,1,12,0,642.3333333,642.6666667,643.3333333,642.6666667,644.3333333,642.6666667,642.6666667,642
3/14/17 12:15,645.3333333,322,33552,2574336,2574336,79,0,0,0,1,14,1,12,15,640.6666667,641,640.3333333,642,642.3333333,644.3333333,642.6666667,642.6666667
3/14/17 12:30,640.3333333,319.6666667,32620.33333,2574336,2574336,76.66666667,0,0,0,1,14,1,12,30,640.3333333,641.3333333,641.6666667,642.6666667,645.3333333,642.3333333,644.3333333,642.6666667
3/14/17 12:45,641.3333333,320,66174.33333,2574336,2574336,156.6666667,0,0,0,1,14,1,12,45,640.6666667,656,641.6666667,642.6666667,644,645.3333333,642.3333333,644.3333333
3/14/17 13:00,641.3333333,319.6666667,36349.33333,2574336,2574336,86,0,0,0,1,14,1,13,0,644.3333333,642,642.6666667,644.3333333,642,644,645.3333333,642.3333333
3/14/17 13:15,641.6666667,320,55921.66667,2574336,2574336,132.3333333,0,0,0,1,14,1,13,15,644,640.6666667,642,642.3333333,644,642,644,645.3333333
3/14/17 13:30,643.6666667,321,42872.33333,2574336,2574336,101.3333333,0,0,0,1,14,1,13,30,642.6666667,643.6666667,642.6666667,645.3333333,641.6666667,644,642,644
3/14/17 13:45,650.3333333,324.6666667,41940.66667,2574336,2574336,99,0,0,0,1,14,1,13,45,640.3333333,640.3333333,642.6666667,644,643,641.6666667,644,642
3/14/17 14:00,642.6666667,320.6666667,68970,2574336,2574336,163.3333333,0,0,0,1,14,1,14,0,643.3333333,643.3333333,644.3333333,642,640.3333333,643,641.6666667,644
3/14/17 14:15,640.6666667,319.6666667,33552.33333,2574336,2574336,79,0,0,0,1,14,1,14,15,642.6666667,640.3333333,642.3333333,644,642,640.3333333,643,641.6666667
3/14/17 14:30,640,319.3333333,22368.33333,2574336,2574336,52.33333333,0,0,0,1,14,1,14,30,643.3333333,641.6666667,645.3333333,641.6666667,644.6666667,642,640.3333333,643
3/14/17 14:45,641,319.6666667,47533.33333,2574336,2574336,112.3333333,0,0,0,1,14,1,14,45,640,641.6666667,644,643,645.3333333,644.6666667,642,640.3333333
3/14/17 15:00,643.6666667,320.6666667,41941.66667,2574336,2574336,99,0,0,0,1,14,1,15,0,642,642.6666667,642,640.3333333,642.6666667,645.3333333,644.6666667,642
3/14/17 15:15,641,319.6666667,27960,2574336,2574336,65.66666667,0,0,0,1,14,1,15,15,640.6666667,642,644,642,643.6666667,642.6666667,645.3333333,644.6666667
3/14/17 15:30,642.3333333,320.3333333,37280.33333,2574336,2574336,88,0,0,0,1,14,1,15,30,644,642.6666667,641.6666667,644.6666667,646.6666667,643.6666667,642.6666667,645.3333333
3/14/17 15:45,641,319.3333333,12116,2574336,2574336,28.33333333,0,0,0,1,14,1,15,45,642,642.6666667,643,645.3333333,645.6666667,646.6666667,643.6666667,642.6666667
3/14/17 16:00,644.6666667,321.3333333,46601,2574336,2574336,110,0,0,0,1,14,1,16,0,642.6666667,644.3333333,640.3333333,642.6666667,642.6666667,645.6666667,646.6666667,643.6666667
3/14/17 16:15,640.3333333,319.3333333,13980,2574336,2574336,32.66666667,0,0,0,1,14,1,16,15,641,642.3333333,642,643.6666667,646.3333333,642.6666667,645.6666667,646.6666667
3/14/17 16:30,641,319.6666667,36349,2574336,2574336,85.66666667,0,0,0,1,14,1,16,30,641.3333333,645.3333333,644.6666667,646.6666667,644.6666667,646.3333333,642.6666667,645.6666667
3/14/17 16:45,643,320.6666667,28892,2574336,2574336,68,0,0,0,1,14,1,16,45,656,644,645.3333333,645.6666667,642.6666667,644.6666667,646.3333333,642.6666667
3/14/17 17:00,642.3333333,320.6666667,28892.66667,2574336,2574336,68.33333333,0,0,0,1,14,1,17,0,642,642,642.6666667,642.6666667,643.6666667,642.6666667,644.6666667,646.3333333
3/14/17 17:15,642.6666667,320.6666667,40076.66667,2574336,2574336,94.66666667,0,0,0,1,14,1,17,15,640.6666667,644,643.6666667,646.3333333,642.6666667,643.6666667,642.6666667,644.6666667
3/14/17 17:30,644.6666667,321.3333333,41941,2574336,2574336,99,0,0,0,1,14,1,17,30,643.6666667,641.6666667,646.6666667,644.6666667,645.3333333,642.6666667,643.6666667,642.6666667
3/14/17 17:45,645.3333333,321.6666667,27028,2574336,2574336,63.33333333,0,0,0,1,14,1,17,45,640.3333333,643,645.6666667,642.6666667,644.3333333,645.3333333,642.6666667,643.6666667
3/14/17 18:00,645.3333333,321.6666667,53125.33333,2574336,2574336,125.3333333,0,0,0,1,14,1,18,0,643.3333333,640.3333333,642.6666667,643.6666667,646.3333333,644.3333333,645.3333333,642.6666667
3/14/17 18:15,643.6666667,321,47532,2574336,2574336,112.3333333,0,0,0,1,14,1,18,15,640.3333333,642,646.3333333,642.6666667,647.6666667,646.3333333,644.3333333,645.3333333
3/14/17 18:30,643.6666667,321,30756.33333,2574336,2574336,72.33333333,0,0,0,1,14,1,18,30,641.6666667,644.6666667,644.6666667,645.3333333,645.3333333,647.6666667,646.3333333,644.3333333
3/14/17 18:45,643,320.6666667,54057.66667,2574336,2574336,128,0,0,0,1,14,1,18,45,641.6666667,645.3333333,642.6666667,644.3333333,644.6666667,645.3333333,647.6666667,646.3333333
